DISBURSED_AMOUNT,LTV,PERFORM_CNS_SCORE,NO_OF_INQUIRIES,CREDIT_SCORE,RISK_TIER,UNDERWRITING_ACTION
55259.0,78.86,300.0,1.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
39394.0,63.69,0.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
68627.0,74.58,14.0,0.0,585,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
55591.0,79.0,825.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
29484.0,40.52,380.0,1.0,621,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
50045.0,69.22,0.0,1.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
37944.0,56.71,0.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
49263.0,85.23,705.0,1.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
55191.0,85.0,300.0,1.0,586,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
35439.0,51.89,799.0,0.0,632,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
56929.0,83.65,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
64169.0,66.65,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
57413.0,82.69,738.0,1.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
64252.0,82.57,300.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
43494.0,68.98,468.0,0.0,616,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
71873.0,78.44,0.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
46049.0,63.75,300.0,1.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
31424.0,46.91,0.0,1.0,619,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
50303.0,89.18,0.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50303.0,76.87,17.0,0.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50755.0,74.45,0.0,0.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
56654.0,85.0,0.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
58513.0,82.69,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
47645.0,71.07,738.0,0.0,610,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
31484.0,62.38,825.0,0.0,627,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
51153.0,76.05,300.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
63947.0,86.33,825.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59613.0,89.68,409.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
60547.0,84.92,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53495.0,85.0,758.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
57259.0,78.41,639.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
44645.0,64.26,0.0,0.0,610,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
40544.0,61.84,0.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
57883.0,71.62,442.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
52579.0,82.08,836.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
38439.0,51.56,0.0,0.0,613,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
54852.0,88.91,0.0,0.0,587,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
51303.0,68.51,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
56813.0,57.07,763.0,0.0,621,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
63447.0,63.64,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
47349.0,56.06,836.0,0.0,621,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
56213.0,87.93,825.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
52803.0,78.83,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
73123.0,73.65,0.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
55513.0,79.87,699.0,0.0,610,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
21574.0,32.82,0.0,0.0,629,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
51323.0,71.98,0.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
38594.0,59.47,708.0,0.0,619,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
43617.0,79.9,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
47467.0,84.87,653.0,1.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
56013.0,55.58,0.0,1.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
43919.0,79.05,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
58947.0,88.87,0.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53703.0,79.46,637.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51997.0,76.92,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55900.0,88.97,553.0,1.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53078.0,85.91,435.0,1.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
58448.0,83.58,454.0,7.0,569,Tier 4 (Deep Subprime - High Risk),AUTO-DECLINE (Exceeds Risk Tolerance)
52436.0,74.87,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
24074.0,41.67,0.0,0.0,629,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
56145.0,89.43,0.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
65882.0,85.84,733.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
48349.0,78.98,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59543.0,57.28,713.0,0.0,619,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
73717.0,84.97,0.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
58259.0,81.19,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
67989.0,79.96,667.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
58947.0,88.52,0.0,0.0,586,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
80486.0,71.6,717.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53303.0,71.74,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
64169.0,85.15,0.0,0.0,586,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
40394.0,59.68,0.0,0.0,614,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
40684.0,61.4,604.0,2.0,613,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
65312.0,84.96,0.0,0.0,586,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
66582.0,80.09,0.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
63090.0,80.58,300.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
40894.0,53.85,0.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
64769.0,80.0,699.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
58759.0,81.82,584.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55359.0,89.67,0.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
69017.0,89.8,0.0,1.0,578,Tier 4 (Deep Subprime - High Risk),AUTO-DECLINE (Exceeds Risk Tolerance)
59947.0,84.94,0.0,0.0,587,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
52303.0,88.05,708.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
53703.0,88.8,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49778.0,80.63,300.0,1.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
48349.0,62.28,0.0,0.0,604,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
72717.0,76.53,0.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
46349.0,74.54,0.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
40574.0,74.58,380.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
48849.0,74.66,653.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55115.0,79.12,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53513.0,77.59,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
44349.0,69.25,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
42822.0,79.65,16.0,0.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
55777.0,89.61,0.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
42394.0,65.04,16.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
56213.0,84.72,15.0,1.0,584,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
65082.0,89.6,619.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
48515.0,84.45,708.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
41034.0,59.58,0.0,0.0,613,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
71517.0,81.46,464.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
44599.0,69.31,709.0,0.0,617,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
65382.0,82.88,0.0,0.0,587,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
60667.0,85.91,300.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
51848.0,89.77,763.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
67169.0,71.5,0.0,1.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50812.0,79.99,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53303.0,77.27,0.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
35784.0,64.57,0.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59447.0,86.98,737.0,1.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
46749.0,84.83,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49278.0,80.27,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
35739.0,55.68,0.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
29364.0,46.14,710.0,5.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
67282.0,84.98,0.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49758.0,84.99,0.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
46745.0,70.54,0.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
95390.0,74.96,0.0,0.0,583,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
57300.0,89.5,0.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
40534.0,48.39,0.0,0.0,615,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
61113.0,72.2,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
65502.0,72.39,0.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
40894.0,57.27,655.0,0.0,621,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
49366.0,78.01,15.0,3.0,577,Tier 4 (Deep Subprime - High Risk),AUTO-DECLINE (Exceeds Risk Tolerance)
58463.0,79.47,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
38439.0,51.91,836.0,0.0,626,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
60547.0,84.94,710.0,4.0,580,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
52078.0,86.38,18.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
69007.0,68.58,0.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
67169.0,78.5,717.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
57213.0,80.83,0.0,0.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
41394.0,72.69,0.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
54303.0,80.23,17.0,1.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
59713.0,83.0,890.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
54329.0,85.0,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
37639.0,60.32,0.0,0.0,614,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
34699.0,73.88,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
61813.0,89.93,0.0,1.0,585,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
64819.0,61.3,738.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51842.0,60.0,0.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
56259.0,80.04,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
56259.0,84.7,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
22241.0,34.84,0.0,0.0,628,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
42394.0,59.55,832.0,0.0,626,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
49303.0,66.41,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
47082.0,77.0,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
42394.0,72.56,709.0,0.0,610,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
84620.0,84.72,695.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
24529.0,48.53,0.0,0.0,619,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
54410.0,85.0,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
63413.0,83.69,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54800.0,82.92,749.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
54743.0,78.2,656.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55200.0,79.98,624.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
29984.0,38.1,534.0,0.0,631,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
32661.0,51.6,0.0,0.0,615,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
43912.0,82.77,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53503.0,87.91,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
41394.0,44.45,709.0,0.0,627,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
45609.0,78.7,683.0,0.0,610,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
58847.0,79.22,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
41169.0,60.25,679.0,0.0,617,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
44799.0,68.31,0.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
56755.0,85.0,825.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
38894.0,61.87,0.0,2.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
70817.0,89.78,406.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
57259.0,89.86,677.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
47218.0,74.53,549.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
68817.0,70.61,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
55559.0,84.51,537.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
81233.0,74.15,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50303.0,71.96,832.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
65023.0,85.0,825.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
52303.0,79.38,0.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
52503.0,76.82,714.0,0.0,610,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
49743.0,89.92,825.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
53578.0,78.45,763.0,2.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
58413.0,79.73,0.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50703.0,80.4,0.0,1.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53249.0,87.55,607.0,1.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
47849.0,65.32,0.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
30341.0,74.52,0.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
45389.0,75.79,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
57209.0,84.79,396.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
73711.0,76.21,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49070.0,74.06,615.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
60690.0,88.62,757.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
46165.0,82.01,651.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
57778.0,84.7,641.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
52753.0,65.65,575.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51428.0,71.34,738.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
36539.0,53.1,363.0,0.0,625,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
70623.0,84.04,17.0,1.0,575,Tier 4 (Deep Subprime - High Risk),AUTO-DECLINE (Exceeds Risk Tolerance)
59947.0,81.56,0.0,0.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
40294.0,69.91,825.0,0.0,620,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
32984.0,34.68,300.0,0.0,628,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
33484.0,69.3,825.0,3.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
50491.0,74.35,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
40894.0,71.03,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
49303.0,59.65,830.0,0.0,618,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
48652.0,75.49,300.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53878.0,87.28,783.0,1.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
63213.0,59.13,416.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
33984.0,37.83,825.0,0.0,635,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
69623.0,82.94,738.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
61947.0,83.78,0.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54159.0,82.82,401.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
47599.0,68.77,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
53923.0,84.78,17.0,1.0,585,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49763.0,74.1,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
70823.0,79.88,619.0,2.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
39344.0,78.75,0.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
49263.0,78.18,17.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
36439.0,57.6,738.0,0.0,626,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
71327.0,72.29,649.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59473.0,83.12,738.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
47349.0,74.15,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
52403.0,74.86,611.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
41094.0,64.19,824.0,0.0,618,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
57259.0,84.54,571.0,0.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
36439.0,46.16,0.0,0.0,617,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
58359.0,79.17,647.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
44249.0,74.99,766.0,0.0,615,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
73123.0,86.02,16.0,0.0,583,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
70817.0,84.71,569.0,3.0,584,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
48287.0,75.77,825.0,0.0,614,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
39394.0,58.39,0.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
57013.0,88.93,708.0,1.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
41894.0,65.47,836.0,0.0,617,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
57908.0,82.61,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
55759.0,87.22,670.0,2.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
57013.0,75.9,0.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
59713.0,86.5,300.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
73717.0,84.77,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
69603.0,64.24,757.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
35699.0,73.9,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
97299.0,82.37,0.0,0.0,583,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
41894.0,53.8,707.0,0.0,622,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
56696.0,85.0,15.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
